         362248 function calls (355583 primitive calls) in 127.908 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
       32    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
        1    0.005    0.005    0.005    0.005 {built-in method _winapi.CreateProcess}
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        1    0.001    0.001    0.001    0.001 {built-in method _winapi.WaitForSingleObject}
  747/737    0.009    0.000    0.046    0.000 {built-in method builtins.__build_class__}
   386/27    0.001    0.000    1.136    0.042 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
  893/859    0.001    0.000    0.004    0.000 {built-in method builtins.all}
      245    0.000    0.000    0.003    0.000 {built-in method builtins.any}
      447    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      420    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      373    0.018    0.000    0.018    0.000 {built-in method builtins.compile}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       16    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
    710/1    0.002    0.000  127.909  127.909 {built-in method builtins.exec}
    14742    0.004    0.000    0.004    0.000 {built-in method builtins.getattr}
      372    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     5949    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
1327/1161    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       47    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       37  125.580    3.394  125.580    3.394 {built-in method builtins.input}
    34403    0.008    0.000    0.012    0.000 {built-in method builtins.isinstance}
     3655    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
      226    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
24835/23377    0.004    0.000    0.005    0.000 {built-in method builtins.len}
     1416    0.002    0.000    0.004    0.000 {built-in method builtins.max}
     1398    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      124    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      563    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      124    0.047    0.000    0.126    0.001 {built-in method builtins.print}
       59    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     4045    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1067    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       89    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      432    0.037    0.000    0.037    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      386    0.038    0.000    0.038    0.000 {built-in method marshal.loads}
        9    0.000    0.000    0.000    0.000 {built-in method math.asin}
       18    0.000    0.000    0.000    0.000 {built-in method math.cos}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
       36    0.000    0.000    0.000    0.000 {built-in method math.radians}
       18    0.000    0.000    0.000    0.000 {built-in method math.sin}
       10    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        2    0.000    0.000    0.000    0.000 {built-in method msvcrt.get_osfhandle}
        1    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
        3    0.000    0.000    0.000    0.000 {built-in method now}
        1    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
        3    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
      116    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 {built-in method nt.close}
     1252    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       21    0.003    0.000    0.003    0.000 {built-in method nt.get_terminal_size}
       70    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       52    0.005    0.000    0.005    0.000 {built-in method nt.listdir}
        1    0.000    0.000    0.000    0.000 {built-in method nt.open}
        2    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
     1849    0.098    0.000    0.098    0.000 {built-in method nt.stat}
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
       68    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      276    0.001    0.000    0.001    0.000 {built-in method numpy.array}
       16    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
  439/428    0.001    0.000    0.001    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      309    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
  383/367    0.001    0.000    0.003    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
      474    0.001    0.000    0.001    0.000 {built-in method numpy.empty}
      398    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
      199    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        2    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
       17    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
      156    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
       63    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
       44    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
       86    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        2    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
        7    0.000    0.000    0.000    0.000 {built-in method winreg.EnumValue}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
        2    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryInfoKey}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
       16    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x00000248DA27E3A0}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x00000248D85B1A60}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x00000248D853D4C0}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
      247    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method '__exit__' of 'PyHKEY' objects}
      432    0.011    0.000    0.011    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
     2335    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
       22    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      904    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       35    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       58    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
    11503    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       29    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       19    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        7    0.164    0.023    0.164    0.023 {method 'commit' of 'sqlite3.Connection' objects}
       43    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
      115    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'cursor' of 'sqlite3.Connection' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       16    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
    13987    0.003    0.000    0.003    0.000 {method 'endswith' of 'str' objects}
       56    0.194    0.003    0.194    0.003 {method 'execute' of 'sqlite3.Cursor' objects}
       30    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      472    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        9    0.000    0.000    0.000    0.000 {method 'fetchall' of 'sqlite3.Cursor' objects}
       11    0.000    0.000    0.000    0.000 {method 'fetchone' of 'sqlite3.Cursor' objects}
       21    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
       84    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
      435    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      362    0.010    0.000    0.010    0.000 {method 'findall' of 're.Pattern' objects}
     2159    0.003    0.000    0.003    0.000 {method 'format' of 'str' objects}
     1696    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      160    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        7    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
       90    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       20    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      156    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      865    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      281    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       52    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
5548/5477    0.002    0.000    0.216    0.000 {method 'join' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      678    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
     1581    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      893    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      332    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       46    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        2    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      762    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
      705    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      138    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       26    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
